,Table Name1,State Code 2,District Name,Tehsil Name  4,Town 5   Name,Area Name 6,Main Source of lightingTotal /Rural/Urban 7,Main Source of lighting Total Number of Households 8,Main Source of lighting Electricity  9,Main Source of lighting Kerosene 10,Main Source of lighting Solar energy 11,Main Source of lighting Other oil 12,Main Source of lighting Any other 13,Main Source of lighting No lighting 14,d_name
10006,HH2507,18.0,319.0,2110.0,0.0,Sub-District - Bongaigaon (Pt),Urban,,,,30.0,12.0,17.0,66.0,bongaigaon
10007,HH2507,18.0,319.0,2110.0,801620.0,Bongaigaon (MB),Urban,,,,23.0,11.0,16.0,60.0,bongaigaon
10024,HH2507,18.0,320.0,0.0,0.0,District - Chirang,Total,,,,,215.0,47.0,998.0,chirang
10025,HH2507,18.0,320.0,0.0,0.0,District - Chirang,Rural,,,,,199.0,43.0,961.0,chirang
10026,HH2507,18.0,320.0,0.0,0.0,District - Chirang,Urban,,,,46.0,16.0,4.0,37.0,chirang
10038,HH2507,18.0,320.0,2110.0,0.0,Sub-District - Bongaigaon (Pt),Total,,,701.0,1.0,1.0,,1.0,bongaigaon
10039,HH2507,18.0,320.0,2110.0,0.0,Sub-District - Bongaigaon (Pt),Rural,,,701.0,1.0,1.0,,1.0,bongaigaon
10040,HH2507,18.0,320.0,2110.0,0.0,Sub-District - Bongaigaon (Pt),Urban,,,,,,,,bongaigaon
10134,HH2507,18.0,322.0,2131.0,0.0,Sub-District - Chandrapur,Total,,,,39.0,14.0,41.0,8.0,chandrapur
10135,HH2507,18.0,322.0,2131.0,0.0,Sub-District - Chandrapur,Rural,,,,35.0,12.0,41.0,7.0,chandrapur
10136,HH2507,18.0,322.0,2131.0,0.0,Sub-District - Chandrapur,Urban,,664.0,454.0,4.0,2.0,,1.0,chandrapur
10138,HH2507,18.0,323.0,0.0,0.0,District - Nalbari,Total,,,,533.0,166.0,76.0,189.0,nalbari
10139,HH2507,18.0,323.0,0.0,0.0,District - Nalbari,Rural,,,,516.0,123.0,65.0,156.0,nalbari
10140,HH2507,18.0,323.0,0.0,0.0,District - Nalbari,Urban,,,,17.0,43.0,11.0,33.0,nalbari
10163,HH2507,18.0,323.0,2136.0,0.0,Sub-District - Nalbari,Total,,,,35.0,47.0,11.0,54.0,nalbari
10164,HH2507,18.0,323.0,2136.0,0.0,Sub-District - Nalbari,Rural,,,,31.0,38.0,7.0,33.0,nalbari
10165,HH2507,18.0,323.0,2136.0,0.0,Sub-District - Nalbari,Urban,,,,4.0,9.0,4.0,21.0,nalbari
10179,HH2507,18.0,324.0,0.0,0.0,District - Baksa,Total,,,,,436.0,96.0,586.0,baksa
10180,HH2507,18.0,324.0,0.0,0.0,District - Baksa,Rural,,,,,436.0,96.0,585.0,baksa
10181,HH2507,18.0,324.0,0.0,0.0,District - Baksa,Urban,,,834.0,1.0,,,1.0,baksa
10223,HH2507,18.0,325.0,0.0,0.0,District - Darrang,Total,,,,,83.0,88.0,136.0,darrang
10224,HH2507,18.0,325.0,0.0,0.0,District - Darrang,Rural,,,,,48.0,75.0,114.0,darrang
10225,HH2507,18.0,325.0,0.0,0.0,District - Darrang,Urban,,,,24.0,35.0,13.0,22.0,darrang
10247,HH2507,18.0,326.0,0.0,0.0,District - Udalguri,Total,,,,769.0,102.0,82.0,439.0,udalguri
10248,HH2507,18.0,326.0,0.0,0.0,District - Udalguri,Rural,,,,747.0,96.0,78.0,333.0,udalguri
10249,HH2507,18.0,326.0,0.0,0.0,District - Udalguri,Urban,,,,22.0,6.0,4.0,106.0,udalguri
10270,HH2507,18.0,326.0,2152.0,0.0,Sub-District - Udalguri,Total,,,,260.0,25.0,18.0,172.0,udalguri
10271,HH2507,18.0,326.0,2152.0,0.0,Sub-District - Udalguri,Rural,,,,257.0,24.0,18.0,83.0,udalguri
10272,HH2507,18.0,326.0,2152.0,0.0,Sub-District - Udalguri,Urban,,,315.0,3.0,1.0,,89.0,udalguri
10699,HH2507,19.0,333.0,2226.0,313981.0,Aurangabad (CT),Urban,,,,48.0,80.0,90.0,95.0,aurangabad
11205,HH2507,19.0,336.0,2315.0,322412.0,Subarnapur (CT),Urban,,,237.0,1.0,7.0,1.0,3.0,subarnapur
11299,HH2507,19.0,337.0,2325.0,323219.0,Chandrapur (CT),Urban,,,67.0,1.0,,1.0,,chandrapur
11607,HH2507,19.0,339.0,2376.0,0.0,Sub-District - Raipur,Total,,,,205.0,167.0,33.0,138.0,raipur
11608,HH2507,19.0,339.0,2376.0,0.0,Sub-District - Raipur,Rural,,,,205.0,166.0,33.0,138.0,raipur
11609,HH2507,19.0,339.0,2376.0,0.0,Sub-District - Raipur,Urban,,,302.0,,1.0,,,raipur
11623,HH2507,19.0,340.0,2378.0,0.0,Sub-District - Jaipur,Total,,,,165.0,94.0,14.0,78.0,jaipur
11624,HH2507,19.0,340.0,2378.0,0.0,Sub-District - Jaipur,Rural,,,,155.0,94.0,14.0,66.0,jaipur
11625,HH2507,19.0,340.0,2378.0,0.0,Sub-District - Jaipur,Urban,,,715.0,10.0,,,12.0,jaipur
11733,HH2507,19.0,341.0,2400.0,332697.0,Chandrapur (CT),Urban,,938.0,330.0,,,1.0,1.0,chandrapur
11867,HH2507,19.0,341.0,2408.0,333066.0,Chandrapur (CT),Urban,997.0,749.0,242.0,2.0,4.0,,,chandrapur
12387,HH2507,20.0,346.0,2509.0,0.0,Sub-District - Garhwa,Total,,,,50.0,24.0,35.0,12.0,garhwa
12388,HH2507,20.0,346.0,2509.0,0.0,Sub-District - Garhwa,Rural,,,,41.0,16.0,31.0,10.0,garhwa
12389,HH2507,20.0,346.0,2509.0,0.0,Sub-District - Garhwa,Urban,,,,9.0,8.0,4.0,2.0,garhwa
12403,HH2507,20.0,347.0,0.0,0.0,District - Chatra,Total,,,,,505.0,99.0,52.0,chatra
12404,HH2507,20.0,347.0,0.0,0.0,District - Chatra,Rural,,,,,492.0,97.0,50.0,chatra
12405,HH2507,20.0,347.0,0.0,0.0,District - Chatra,Urban,,,,17.0,13.0,2.0,2.0,chatra
12418,HH2507,20.0,347.0,2518.0,0.0,Sub-District - Chatra,Total,,,,95.0,61.0,2.0,4.0,chatra
12419,HH2507,20.0,347.0,2518.0,0.0,Sub-District - Chatra,Rural,,,,78.0,48.0,,2.0,chatra
12420,HH2507,20.0,347.0,2518.0,0.0,Sub-District - Chatra,Urban,,,,17.0,13.0,2.0,2.0,chatra
12444,HH2507,20.0,348.0,0.0,0.0,District - Kodarma,Total,,,,340.0,386.0,132.0,136.0,kodarma
12445,HH2507,20.0,348.0,0.0,0.0,District - Kodarma,Rural,,,,326.0,330.0,124.0,128.0,kodarma
12446,HH2507,20.0,348.0,0.0,0.0,District - Kodarma,Urban,,,,14.0,56.0,8.0,8.0,kodarma
12450,HH2507,20.0,348.0,2527.0,0.0,Sub-District - Kodarma,Total,,,,56.0,78.0,11.0,12.0,kodarma
12451,HH2507,20.0,348.0,2527.0,0.0,Sub-District - Kodarma,Rural,,,,43.0,28.0,4.0,4.0,kodarma
12452,HH2507,20.0,348.0,2527.0,0.0,Sub-District - Kodarma,Urban,,,,13.0,50.0,7.0,8.0,kodarma
12470,HH2507,20.0,349.0,0.0,0.0,District - Giridih,Total,,,,,,250.0,191.0,giridih
12471,HH2507,20.0,349.0,0.0,0.0,District - Giridih,Rural,,,,,959.0,215.0,104.0,giridih
12472,HH2507,20.0,349.0,0.0,0.0,District - Giridih,Urban,,,,63.0,92.0,35.0,87.0,giridih
12495,HH2507,20.0,349.0,2539.0,0.0,Sub-District - Giridih,Total,,,,163.0,132.0,34.0,94.0,giridih
12496,HH2507,20.0,349.0,2539.0,0.0,Sub-District - Giridih,Rural,,,,125.0,52.0,9.0,13.0,giridih
12497,HH2507,20.0,349.0,2539.0,0.0,Sub-District - Giridih,Urban,,,,38.0,80.0,25.0,81.0,giridih
12524,HH2507,20.0,350.0,0.0,0.0,District - Deoghar,Total,,,,789.0,339.0,212.0,67.0,deoghar
12525,HH2507,20.0,350.0,0.0,0.0,District - Deoghar,Rural,,,,717.0,234.0,182.0,48.0,deoghar
12526,HH2507,20.0,350.0,0.0,0.0,District - Deoghar,Urban,,,,72.0,105.0,30.0,19.0,deoghar
12527,HH2507,20.0,350.0,2545.0,0.0,Sub-District - Deoghar,Total,,,,115.0,115.0,35.0,17.0,deoghar
12528,HH2507,20.0,350.0,2545.0,0.0,Sub-District - Deoghar,Rural,,,,72.0,49.0,9.0,1.0,deoghar
12529,HH2507,20.0,350.0,2545.0,0.0,Sub-District - Deoghar,Urban,,,,43.0,66.0,26.0,16.0,deoghar
12559,HH2507,20.0,351.0,0.0,0.0,District - Godda,Total,,,,,726.0,428.0,55.0,godda
12560,HH2507,20.0,351.0,0.0,0.0,District - Godda,Rural,,,,,685.0,424.0,52.0,godda
12561,HH2507,20.0,351.0,0.0,0.0,District - Godda,Urban,,,,27.0,41.0,4.0,3.0,godda
12581,HH2507,20.0,351.0,2561.0,0.0,Sub-District - Godda,Total,,,,174.0,107.0,54.0,12.0,godda
12582,HH2507,20.0,351.0,2561.0,0.0,Sub-District - Godda,Rural,,,,148.0,69.0,50.0,10.0,godda
12583,HH2507,20.0,351.0,2561.0,0.0,Sub-District - Godda,Urban,,,,26.0,38.0,4.0,2.0,godda
12642,HH2507,20.0,353.0,2576.0,0.0,Sub-District - Pakaur,Total,,,,95.0,160.0,61.0,74.0,pakaur
12643,HH2507,20.0,353.0,2576.0,0.0,Sub-District - Pakaur,Rural,,,,89.0,149.0,59.0,11.0,pakaur
12644,HH2507,20.0,353.0,2576.0,0.0,Sub-District - Pakaur,Urban,,,,6.0,11.0,2.0,63.0,pakaur
12655,HH2507,20.0,354.0,0.0,0.0,District - Dhanbad,Total,,,,,753.0,504.0,523.0,dhanbad
12656,HH2507,20.0,354.0,0.0,0.0,District - Dhanbad,Rural,,,,627.0,428.0,113.0,167.0,dhanbad
12657,HH2507,20.0,354.0,0.0,0.0,District - Dhanbad,Urban,,,,,325.0,391.0,356.0,dhanbad
12728,HH2507,20.0,355.0,0.0,0.0,District - Bokaro,Total,,,,,,447.0,146.0,bokaro
12729,HH2507,20.0,355.0,0.0,0.0,District - Bokaro,Rural,,,,,970.0,96.0,41.0,bokaro
12730,HH2507,20.0,355.0,0.0,0.0,District - Bokaro,Urban,,,,466.0,342.0,351.0,105.0,bokaro
12735,HH2507,20.0,355.0,2589.0,0.0,Sub-District - Chandrapura,Total,,,,29.0,21.0,22.0,5.0,chandrapur
12736,HH2507,20.0,355.0,2589.0,0.0,Sub-District - Chandrapura,Rural,,,,4.0,2.0,4.0,1.0,chandrapur
12737,HH2507,20.0,355.0,2589.0,0.0,Sub-District - Chandrapura,Urban,,,,25.0,19.0,18.0,4.0,chandrapur
12785,HH2507,20.0,356.0,0.0,0.0,District - Lohardaga,Total,,,,239.0,353.0,50.0,16.0,lohardaga
12786,HH2507,20.0,356.0,0.0,0.0,District - Lohardaga,Rural,,,,234.0,336.0,44.0,13.0,lohardaga
12787,HH2507,20.0,356.0,0.0,0.0,District - Lohardaga,Urban,,,,5.0,17.0,6.0,3.0,lohardaga
12800,HH2507,20.0,356.0,2601.0,0.0,Sub-District - Lohardaga,Total,,,,33.0,130.0,9.0,5.0,lohardaga
12801,HH2507,20.0,356.0,2601.0,0.0,Sub-District - Lohardaga,Rural,,,,28.0,113.0,3.0,2.0,lohardaga
12802,HH2507,20.0,356.0,2601.0,0.0,Sub-District - Lohardaga,Urban,,,,5.0,17.0,6.0,3.0,lohardaga
12810,HH2507,20.0,357.0,0.0,0.0,District - Purbi Singhbhum,Total,,,,729.0,437.0,193.0,563.0,purbisinghbhum
12811,HH2507,20.0,357.0,0.0,0.0,District - Purbi Singhbhum,Rural,,,,361.0,125.0,49.0,142.0,purbisinghbhum
12812,HH2507,20.0,357.0,0.0,0.0,District - Purbi Singhbhum,Urban,,,,368.0,312.0,144.0,421.0,purbisinghbhum
12861,HH2507,20.0,358.0,0.0,0.0,District - Palamu,Total,,,,,990.0,362.0,407.0,palamu
12862,HH2507,20.0,358.0,0.0,0.0,District - Palamu,Rural,,,,,944.0,260.0,230.0,palamu
12863,HH2507,20.0,358.0,0.0,0.0,District - Palamu,Urban,,,,66.0,46.0,102.0,177.0,palamu
12900,HH2507,20.0,358.0,2626.0,0.0,Sub-District - Patan,Total,,,,351.0,30.0,15.0,18.0,patan
12901,HH2507,20.0,358.0,2626.0,0.0,Sub-District - Patan,Rural,,,,351.0,30.0,15.0,18.0,patan
12902,HH2507,20.0,358.0,2626.0,0.0,Sub-District - Patan,Urban,,,,,,,,patan
12933,HH2507,20.0,359.0,0.0,0.0,District - Latehar,Total,,,,,469.0,239.0,191.0,latehar
12934,HH2507,20.0,359.0,0.0,0.0,District - Latehar,Rural,,,,,455.0,193.0,114.0,latehar
12935,HH2507,20.0,359.0,0.0,0.0,District - Latehar,Urban,,,,18.0,14.0,46.0,77.0,latehar
12949,HH2507,20.0,359.0,2639.0,0.0,Sub-District - Latehar,Total,,,,36.0,277.0,54.0,80.0,latehar
12950,HH2507,20.0,359.0,2639.0,0.0,Sub-District - Latehar,Rural,,,,24.0,267.0,9.0,3.0,latehar
12951,HH2507,20.0,359.0,2639.0,0.0,Sub-District - Latehar,Urban,,,,12.0,10.0,45.0,77.0,latehar
12967,HH2507,20.0,360.0,0.0,0.0,District - Hazaribagh,Total,,,,,733.0,271.0,161.0,hazaribagh
12968,HH2507,20.0,360.0,0.0,0.0,District - Hazaribagh,Rural,,,,907.0,648.0,254.0,104.0,hazaribagh
12969,HH2507,20.0,360.0,0.0,0.0,District - Hazaribagh,Urban,,,,104.0,85.0,17.0,57.0,hazaribagh
13035,HH2507,20.0,361.0,0.0,0.0,District - Ramgarh,Total,,,,334.0,288.0,132.0,67.0,ramgarh
13036,HH2507,20.0,361.0,0.0,0.0,District - Ramgarh,Rural,,,,241.0,183.0,46.0,27.0,ramgarh
13037,HH2507,20.0,361.0,0.0,0.0,District - Ramgarh,Urban,,,,93.0,105.0,86.0,40.0,ramgarh
13062,HH2507,20.0,361.0,2662.0,0.0,Sub-District - Ramgarh,Total,,,,35.0,66.0,9.0,10.0,ramgarh
13063,HH2507,20.0,361.0,2662.0,0.0,Sub-District - Ramgarh,Rural,,,,21.0,12.0,,1.0,ramgarh
13064,HH2507,20.0,361.0,2662.0,0.0,Sub-District - Ramgarh,Urban,,,,14.0,54.0,9.0,9.0,ramgarh
13079,HH2507,20.0,362.0,0.0,0.0,District - Dumka,Total,,,,,690.0,324.0,160.0,dumka
13080,HH2507,20.0,362.0,0.0,0.0,District - Dumka,Rural,,,,,664.0,321.0,149.0,dumka
13081,HH2507,20.0,362.0,0.0,0.0,District - Dumka,Urban,,,,33.0,26.0,3.0,11.0,dumka
13089,HH2507,20.0,362.0,2668.0,0.0,Sub-District - Ramgarh,Total,,,,159.0,100.0,34.0,35.0,ramgarh
13090,HH2507,20.0,362.0,2668.0,0.0,Sub-District - Ramgarh,Rural,,,,159.0,100.0,34.0,35.0,ramgarh
13091,HH2507,20.0,362.0,2668.0,0.0,Sub-District - Ramgarh,Urban,,,,,,,,ramgarh
13104,HH2507,20.0,362.0,2673.0,0.0,Sub-District - Dumka,Total,,,,96.0,58.0,24.0,66.0,dumka
13105,HH2507,20.0,362.0,2673.0,0.0,Sub-District - Dumka,Rural,,,,77.0,47.0,23.0,55.0,dumka
13106,HH2507,20.0,362.0,2673.0,0.0,Sub-District - Dumka,Urban,,,,19.0,11.0,1.0,11.0,dumka
13117,HH2507,20.0,363.0,0.0,0.0,District - Jamtara,Total,,,,316.0,148.0,202.0,57.0,jamtara
13118,HH2507,20.0,363.0,0.0,0.0,District - Jamtara,Rural,,,,301.0,122.0,199.0,40.0,jamtara
13119,HH2507,20.0,363.0,0.0,0.0,District - Jamtara,Urban,,,,15.0,26.0,3.0,17.0,jamtara
13120,HH2507,20.0,363.0,2676.0,0.0,Sub-District - Narayanpur,Total,,,,39.0,10.0,146.0,2.0,narayanpur
13121,HH2507,20.0,363.0,2676.0,0.0,Sub-District - Narayanpur,Rural,,,,39.0,10.0,146.0,2.0,narayanpur
13122,HH2507,20.0,363.0,2676.0,0.0,Sub-District - Narayanpur,Urban,,,,,,,,narayanpur
13127,HH2507,20.0,363.0,2678.0,0.0,Sub-District - Jamtara,Total,,,,38.0,42.0,6.0,20.0,jamtara
13128,HH2507,20.0,363.0,2678.0,0.0,Sub-District - Jamtara,Rural,,,,23.0,16.0,3.0,9.0,jamtara
13129,HH2507,20.0,363.0,2678.0,0.0,Sub-District - Jamtara,Urban,,,,15.0,26.0,3.0,11.0,jamtara
13213,HH2507,20.0,365.0,0.0,0.0,District - Khunti,Total,,,,,310.0,51.0,20.0,khunti
13214,HH2507,20.0,365.0,0.0,0.0,District - Khunti,Rural,,,,,294.0,46.0,13.0,khunti
13215,HH2507,20.0,365.0,0.0,0.0,District - Khunti,Urban,,,,25.0,16.0,5.0,7.0,khunti
13229,HH2507,20.0,365.0,2704.0,0.0,Sub-District - Khunti,Total,,,,,60.0,6.0,6.0,khunti
13230,HH2507,20.0,365.0,2704.0,0.0,Sub-District - Khunti,Rural,,,,,46.0,3.0,1.0,khunti
13231,HH2507,20.0,365.0,2704.0,0.0,Sub-District - Khunti,Urban,,,,11.0,14.0,3.0,5.0,khunti
13236,HH2507,20.0,366.0,0.0,0.0,District - Gumla,Total,,,,,759.0,37.0,65.0,gumla
13237,HH2507,20.0,366.0,0.0,0.0,District - Gumla,Rural,,,,934.0,753.0,33.0,61.0,gumla
13238,HH2507,20.0,366.0,0.0,0.0,District - Gumla,Urban,,,,72.0,6.0,4.0,4.0,gumla
13258,HH2507,20.0,366.0,2712.0,0.0,Sub-District - Gumla,Total,,,,156.0,128.0,20.0,9.0,gumla
13259,HH2507,20.0,366.0,2712.0,0.0,Sub-District - Gumla,Rural,,,,85.0,124.0,16.0,5.0,gumla
13260,HH2507,20.0,366.0,2712.0,0.0,Sub-District - Gumla,Urban,,,,71.0,4.0,4.0,4.0,gumla
13312,HH2507,20.0,368.0,0.0,0.0,District - Pashchimi Singhbhum,Total,,,,,416.0,237.0,157.0,pashchimisinghbhum
13313,HH2507,20.0,368.0,0.0,0.0,District - Pashchimi Singhbhum,Rural,,,,,352.0,134.0,113.0,pashchimisinghbhum
13314,HH2507,20.0,368.0,0.0,0.0,District - Pashchimi Singhbhum,Urban,,,,76.0,64.0,103.0,44.0,pashchimisinghbhum
13421,HH2507,21.0,370.0,0.0,0.0,District - Bargarh,Total,,,,872.0,232.0,304.0,,bargarh
13422,HH2507,21.0,370.0,0.0,0.0,District - Bargarh,Rural,,,,826.0,223.0,286.0,,bargarh
13423,HH2507,21.0,370.0,0.0,0.0,District - Bargarh,Urban,,,,46.0,9.0,18.0,309.0,bargarh
13458,HH2507,21.0,370.0,2765.0,0.0,Sub-District - Bargarh,Total,,,,50.0,52.0,17.0,418.0,bargarh
13459,HH2507,21.0,370.0,2765.0,0.0,Sub-District - Bargarh,Rural,,,,16.0,46.0,6.0,248.0,bargarh
13460,HH2507,21.0,370.0,2765.0,0.0,Sub-District - Bargarh,Urban,,,,34.0,6.0,11.0,170.0,bargarh
13477,HH2507,21.0,371.0,0.0,0.0,District - Jharsuguda,Total,,,,246.0,171.0,169.0,,jharsuguda
13478,HH2507,21.0,371.0,0.0,0.0,District - Jharsuguda,Rural,,,,200.0,122.0,47.0,,jharsuguda
13479,HH2507,21.0,371.0,0.0,0.0,District - Jharsuguda,Urban,,,,46.0,49.0,122.0,642.0,jharsuguda
13502,HH2507,21.0,371.0,2776.0,0.0,Sub-District - Jharsuguda,Total,,,,28.0,17.0,18.0,304.0,jharsuguda
13503,HH2507,21.0,371.0,2776.0,0.0,Sub-District - Jharsuguda,Rural,,,,9.0,6.0,9.0,52.0,jharsuguda
13504,HH2507,21.0,371.0,2776.0,0.0,Sub-District - Jharsuguda,Urban,,,,19.0,11.0,9.0,252.0,jharsuguda
13505,HH2507,21.0,371.0,2776.0,801808.0,Jharsuguda (M),Urban,,,,19.0,11.0,9.0,252.0,jharsuguda
13515,HH2507,21.0,372.0,0.0,0.0,District - Sambalpur,Total,,,,441.0,131.0,133.0,,sambalpur
13516,HH2507,21.0,372.0,0.0,0.0,District - Sambalpur,Rural,,,,366.0,113.0,96.0,,sambalpur
13517,HH2507,21.0,372.0,0.0,0.0,District - Sambalpur,Urban,,,,75.0,18.0,37.0,708.0,sambalpur
13584,HH2507,21.0,373.0,0.0,0.0,District - Debagarh,Total,,,,247.0,268.0,90.0,946.0,debagarh
13585,HH2507,21.0,373.0,0.0,0.0,District - Debagarh,Rural,,,,240.0,259.0,89.0,881.0,debagarh
13586,HH2507,21.0,373.0,0.0,0.0,District - Debagarh,Urban,,,,7.0,9.0,1.0,65.0,debagarh
13587,HH2507,21.0,373.0,2800.0,0.0,Sub-District - Debagarh,Total,,,,123.0,94.0,50.0,207.0,debagarh
13588,HH2507,21.0,373.0,2800.0,0.0,Sub-District - Debagarh,Rural,,,,116.0,85.0,49.0,142.0,debagarh
13589,HH2507,21.0,373.0,2800.0,0.0,Sub-District - Debagarh,Urban,,,,7.0,9.0,1.0,65.0,debagarh
13600,HH2507,21.0,374.0,0.0,0.0,District - Sundargarh,Total,,,,,519.0,634.0,,sundargarh
13601,HH2507,21.0,374.0,0.0,0.0,District - Sundargarh,Rural,,,,,368.0,359.0,,sundargarh
13602,HH2507,21.0,374.0,0.0,0.0,District - Sundargarh,Urban,,,,245.0,151.0,275.0,,sundargarh
13618,HH2507,21.0,374.0,2808.0,801815.0,Sundargarh (M),Urban,,,,14.0,7.0,9.0,79.0,sundargarh
13619,HH2507,21.0,374.0,2809.0,0.0,Sub-District - Sundargarh ,Total,,,,58.0,92.0,51.0,200.0,sundargarh
13620,HH2507,21.0,374.0,2809.0,0.0,Sub-District - Sundargarh ,Rural,,,,58.0,92.0,51.0,200.0,sundargarh
13621,HH2507,21.0,374.0,2809.0,0.0,Sub-District - Sundargarh ,Urban,,,,,,,,sundargarh
13707,HH2507,21.0,375.0,0.0,0.0,District - Kendujhar,Total,,,,,753.0,629.0,,kendujhar
13708,HH2507,21.0,375.0,0.0,0.0,District - Kendujhar,Rural,,,,,625.0,509.0,,kendujhar
13709,HH2507,21.0,375.0,0.0,0.0,District - Kendujhar,Urban,,,,85.0,128.0,120.0,751.0,kendujhar
13892,HH2507,21.0,377.0,0.0,0.0,District - Baleshwar,Total,,,,,896.0,872.0,,baleshwar
13893,HH2507,21.0,377.0,0.0,0.0,District - Baleshwar,Rural,,,,,820.0,821.0,,baleshwar
13894,HH2507,21.0,377.0,0.0,0.0,District - Baleshwar,Urban,,,,89.0,76.0,51.0,567.0,baleshwar
13963,HH2507,21.0,378.0,0.0,0.0,District - Bhadrak,Total,,,,927.0,198.0,301.0,,bhadrak
13964,HH2507,21.0,378.0,0.0,0.0,District - Bhadrak,Rural,,,,842.0,176.0,251.0,,bhadrak
13965,HH2507,21.0,378.0,0.0,0.0,District - Bhadrak,Urban,,,,85.0,22.0,50.0,652.0,bhadrak
14006,HH2507,21.0,379.0,0.0,0.0,District - Kendrapara ,Total,,,,,346.0,321.0,,kendrapara
14007,HH2507,21.0,379.0,0.0,0.0,District - Kendrapara ,Rural,,,,,337.0,315.0,,kendrapara
14008,HH2507,21.0,379.0,0.0,0.0,District - Kendrapara ,Urban,,,,20.0,9.0,6.0,81.0,kendrapara
14025,HH2507,21.0,379.0,2927.0,0.0,Sub-District - Kendrapara,Total,,,,10.0,4.0,3.0,57.0,kendrapara
14026,HH2507,21.0,379.0,2927.0,0.0,Sub-District - Kendrapara,Rural,,,,,,,,kendrapara
14027,HH2507,21.0,379.0,2927.0,0.0,Sub-District - Kendrapara,Urban,,,,10.0,4.0,3.0,57.0,kendrapara
14028,HH2507,21.0,379.0,2927.0,801838.0,Kendrapara (M),Urban,,,,10.0,4.0,3.0,57.0,kendrapara
14047,HH2507,21.0,380.0,0.0,0.0,District - Jagatsinghapur ,Total,,,,,314.0,553.0,,jagatsinghapur
14048,HH2507,21.0,380.0,0.0,0.0,District - Jagatsinghapur ,Rural,,,,,243.0,459.0,,jagatsinghapur
14049,HH2507,21.0,380.0,0.0,0.0,District - Jagatsinghapur ,Urban,,,,99.0,71.0,94.0,352.0,jagatsinghapur
14071,HH2507,21.0,380.0,2940.0,0.0,Sub-District - Jagatsinghapur,Total,,,,173.0,68.0,92.0,719.0,jagatsinghapur
14072,HH2507,21.0,380.0,2940.0,0.0,Sub-District - Jagatsinghapur,Rural,,,,149.0,32.0,87.0,700.0,jagatsinghapur
14073,HH2507,21.0,380.0,2940.0,0.0,Sub-District - Jagatsinghapur,Urban,,,,24.0,36.0,5.0,19.0,jagatsinghapur
14074,HH2507,21.0,380.0,2940.0,801840.0,Jagatsinghapur (M),Urban,,,,24.0,36.0,5.0,19.0,jagatsinghapur
14084,HH2507,21.0,381.0,0.0,0.0,District - Cuttack,Total,,,,,439.0,520.0,,cuttack
14085,HH2507,21.0,381.0,0.0,0.0,District - Cuttack,Rural,,,,922.0,378.0,307.0,,cuttack
14086,HH2507,21.0,381.0,0.0,0.0,District - Cuttack,Urban,,,,153.0,61.0,213.0,,cuttack
14237,HH2507,21.0,383.0,0.0,0.0,District - Dhenkanal,Total,,,,450.0,233.0,236.0,,dhenkanal
14238,HH2507,21.0,383.0,0.0,0.0,District - Dhenkanal,Rural,,,,434.0,194.0,217.0,,dhenkanal
14239,HH2507,21.0,383.0,0.0,0.0,District - Dhenkanal,Urban,,,,16.0,39.0,19.0,238.0,dhenkanal
14501,HH2507,21.0,387.0,0.0,0.0,District - Puri,Total,,,,863.0,225.0,325.0,,puri
14502,HH2507,21.0,387.0,0.0,0.0,District - Puri,Rural,,,,803.0,201.0,295.0,,puri
14503,HH2507,21.0,387.0,0.0,0.0,District - Puri,Urban,,,,60.0,24.0,30.0,472.0,puri
14555,HH2507,21.0,388.0,0.0,0.0,District - Ganjam,Total,,,,,763.0,947.0,,ganjam
14556,HH2507,21.0,388.0,0.0,0.0,District - Ganjam,Rural,,,,,652.0,724.0,,ganjam
14557,HH2507,21.0,388.0,0.0,0.0,District - Ganjam,Urban,,,,223.0,111.0,223.0,,ganjam
14622,HH2507,21.0,388.0,3086.0,0.0,Sub-District - Ganjam,Total,,,,16.0,11.0,27.0,272.0,ganjam
14623,HH2507,21.0,388.0,3086.0,0.0,Sub-District - Ganjam,Rural,,,,9.0,11.0,13.0,162.0,ganjam
14624,HH2507,21.0,388.0,3086.0,0.0,Sub-District - Ganjam,Urban,,,,7.0,,14.0,110.0,ganjam
14687,HH2507,21.0,389.0,0.0,0.0,District - Gajapati,Total,,,,485.0,254.0,114.0,,gajapati
14688,HH2507,21.0,389.0,0.0,0.0,District - Gajapati,Rural,,,,468.0,234.0,102.0,986.0,gajapati
14689,HH2507,21.0,389.0,0.0,0.0,District - Gajapati,Urban,,,,17.0,20.0,12.0,146.0,gajapati
14725,HH2507,21.0,390.0,0.0,0.0,District - Kandhamal,Total,,,,765.0,160.0,88.0,,kandhamal
14726,HH2507,21.0,390.0,0.0,0.0,District - Kandhamal,Rural,,,,743.0,86.0,70.0,,kandhamal
14727,HH2507,21.0,390.0,0.0,0.0,District - Kandhamal,Urban,,,,22.0,74.0,18.0,152.0,kandhamal
14783,HH2507,21.0,391.0,0.0,0.0,District - Baudh,Total,,,,283.0,183.0,77.0,780.0,baudh
14784,HH2507,21.0,391.0,0.0,0.0,District - Baudh,Rural,,,,273.0,182.0,72.0,707.0,baudh
14785,HH2507,21.0,391.0,0.0,0.0,District - Baudh,Urban,,,,10.0,1.0,5.0,73.0,baudh
14805,HH2507,21.0,392.0,0.0,0.0,District - Subarnapur,Total,,,,311.0,140.0,275.0,,subarnapur
