,Table Name1,State Code 2,District Name,Tehsil Name  4,Town 5   Name,Area Name 6,Main Source of lightingTotal /Rural/Urban 7,Main Source of lighting Total Number of Households 8,Main Source of lighting Electricity  9,Main Source of lighting Kerosene 10,Main Source of lighting Solar energy 11,Main Source of lighting Other oil 12,Main Source of lighting Any other 13,Main Source of lighting No lighting 14,d_name
14806,HH2507,21.0,392.0,0.0,0.0,District - Subarnapur,Rural,,,,297.0,133.0,269.0,,subarnapur
14807,HH2507,21.0,392.0,0.0,0.0,District - Subarnapur,Urban,,,,14.0,7.0,6.0,87.0,subarnapur
14836,HH2507,21.0,393.0,0.0,0.0,District - Balangir,Total,,,,,471.0,314.0,,balangir
14837,HH2507,21.0,393.0,0.0,0.0,District - Balangir,Rural,,,,,351.0,261.0,,balangir
14838,HH2507,21.0,393.0,0.0,0.0,District - Balangir,Urban,,,,117.0,120.0,53.0,840.0,balangir
14843,HH2507,21.0,393.0,3142.0,0.0,Sub-District - Balangir,Total,,,,235.0,124.0,50.0,,balangir
14844,HH2507,21.0,393.0,3142.0,0.0,Sub-District - Balangir,Rural,,,,181.0,29.0,19.0,,balangir
14845,HH2507,21.0,393.0,3142.0,0.0,Sub-District - Balangir,Urban,,,,54.0,95.0,31.0,290.0,balangir
14905,HH2507,21.0,395.0,0.0,0.0,District - Kalahandi,Total,,,,,191.0,351.0,,kalahandi
14906,HH2507,21.0,395.0,0.0,0.0,District - Kalahandi,Rural,,,,,164.0,311.0,,kalahandi
14907,HH2507,21.0,395.0,0.0,0.0,District - Kalahandi,Urban,,,,76.0,27.0,40.0,566.0,kalahandi
14962,HH2507,21.0,396.0,3174.0,0.0,Sub-District - Chandrapur,Total,,416.0,,111.0,,64.0,6.0,chandrapur
14963,HH2507,21.0,396.0,3174.0,0.0,Sub-District - Chandrapur,Rural,,416.0,,111.0,,64.0,6.0,chandrapur
14964,HH2507,21.0,396.0,3174.0,0.0,Sub-District - Chandrapur,Urban,,,,,,,,chandrapur
15007,HH2507,21.0,397.0,0.0,0.0,District - Nabarangapur ,Total,,,,,414.0,498.0,,nabarangapur
15008,HH2507,21.0,397.0,0.0,0.0,District - Nabarangapur ,Rural,,,,,391.0,464.0,826.0,nabarangapur
15009,HH2507,21.0,397.0,0.0,0.0,District - Nabarangapur ,Urban,,,,39.0,23.0,34.0,234.0,nabarangapur
15040,HH2507,21.0,397.0,3196.0,0.0,Sub-District - Nabarangapur,Total,,,,121.0,26.0,34.0,191.0,nabarangapur
15041,HH2507,21.0,397.0,3196.0,0.0,Sub-District - Nabarangapur,Rural,,,,110.0,5.0,5.0,39.0,nabarangapur
15042,HH2507,21.0,397.0,3196.0,0.0,Sub-District - Nabarangapur,Urban,,,,11.0,21.0,29.0,152.0,nabarangapur
15043,HH2507,21.0,397.0,3196.0,801903.0,Nabarangapur (M + OG),Urban,,,,11.0,21.0,29.0,152.0,nabarangapur
15051,HH2507,21.0,398.0,0.0,0.0,District - Koraput,Total,,,,,308.0,180.0,,koraput
15052,HH2507,21.0,398.0,0.0,0.0,District - Koraput,Rural,,,,,238.0,97.0,,koraput
15053,HH2507,21.0,398.0,0.0,0.0,District - Koraput,Urban,,,,83.0,70.0,83.0,534.0,koraput
15127,HH2507,21.0,399.0,3220.0,0.0,Sub-District - Malkangiri,Total,,,,202.0,10.0,53.0,199.0,malkangiri
15128,HH2507,21.0,399.0,3220.0,0.0,Sub-District - Malkangiri,Rural,,,,189.0,1.0,49.0,134.0,malkangiri
15129,HH2507,21.0,399.0,3220.0,0.0,Sub-District - Malkangiri,Urban,,,,13.0,9.0,4.0,65.0,malkangiri
15130,HH2507,21.0,399.0,3220.0,801908.0,Malkangiri (NAC),Urban,,,,13.0,9.0,4.0,65.0,malkangiri
15167,HH2507,22.0,400.0,0.0,0.0,District - Koriya,Total,,,,,165.0,81.0,337.0,koriya
15168,HH2507,22.0,400.0,0.0,0.0,District - Koriya,Rural,,,,,129.0,67.0,286.0,koriya
15169,HH2507,22.0,400.0,0.0,0.0,District - Koriya,Urban,,,,110.0,36.0,14.0,51.0,koriya
15171,HH2507,22.0,400.0,3231.0,0.0,Sub-District - Bharatpur,Total,,,,,27.0,30.0,126.0,bharatpur
15172,HH2507,22.0,400.0,3231.0,0.0,Sub-District - Bharatpur,Rural,,,,,27.0,30.0,126.0,bharatpur
15173,HH2507,22.0,400.0,3231.0,0.0,Sub-District - Bharatpur,Urban,,,,,,,,bharatpur
15195,HH2507,22.0,401.0,0.0,0.0,District - Surguja,Total,,,,,988.0,737.0,,surguja
15196,HH2507,22.0,401.0,0.0,0.0,District - Surguja,Rural,,,,,906.0,721.0,,surguja
15197,HH2507,22.0,401.0,0.0,0.0,District - Surguja,Urban,,,,31.0,82.0,16.0,111.0,surguja
15281,HH2507,22.0,402.0,3257.0,0.0,Sub-District - Jashpur,Total,,,,199.0,8.0,5.0,6.0,jashpur
15282,HH2507,22.0,402.0,3257.0,0.0,Sub-District - Jashpur,Rural,,,,195.0,5.0,1.0,2.0,jashpur
15283,HH2507,22.0,402.0,3257.0,0.0,Sub-District - Jashpur,Urban,,,489.0,4.0,3.0,4.0,4.0,jashpur
15303,HH2507,22.0,403.0,0.0,0.0,District - Raigarh,Total,,,,422.0,406.0,213.0,511.0,raigarh
15304,HH2507,22.0,403.0,0.0,0.0,District - Raigarh,Rural,,,,368.0,364.0,143.0,445.0,raigarh
15305,HH2507,22.0,403.0,0.0,0.0,District - Raigarh,Urban,,,,54.0,42.0,70.0,66.0,raigarh
15321,HH2507,22.0,403.0,3267.0,0.0,Sub-District - Raigarh,Total,,,,47.0,48.0,72.0,56.0,raigarh
15322,HH2507,22.0,403.0,3267.0,0.0,Sub-District - Raigarh,Rural,,,,4.0,19.0,6.0,17.0,raigarh
15323,HH2507,22.0,403.0,3267.0,0.0,Sub-District - Raigarh,Urban,,,952.0,43.0,29.0,66.0,39.0,raigarh
15358,HH2507,22.0,404.0,3274.0,0.0,Sub-District - Pali,Total,,,,,124.0,43.0,85.0,pali
15359,HH2507,22.0,404.0,3274.0,0.0,Sub-District - Pali,Rural,,,,,117.0,43.0,84.0,pali
15360,HH2507,22.0,404.0,3274.0,0.0,Sub-District - Pali,Urban,,,38.0,,7.0,,1.0,pali
15362,HH2507,22.0,404.0,3275.0,0.0,Sub-District - Korba,Total,,,,,190.0,124.0,144.0,korba
15363,HH2507,22.0,404.0,3275.0,0.0,Sub-District - Korba,Rural,,,,,36.0,91.0,102.0,korba
15364,HH2507,22.0,404.0,3275.0,0.0,Sub-District - Korba,Urban,,,,44.0,154.0,33.0,42.0,korba
15409,HH2507,22.0,405.0,3284.0,801962.0,Chandrapur (NP),Urban,,,60.0,,,,,chandrapur
15418,HH2507,22.0,406.0,0.0,0.0,District - Bilaspur,Total,,,,,854.0,421.0,,bilaspur
15419,HH2507,22.0,406.0,0.0,0.0,District - Bilaspur,Rural,,,,,687.0,304.0,,bilaspur
15420,HH2507,22.0,406.0,0.0,0.0,District - Bilaspur,Urban,,,,92.0,167.0,117.0,236.0,bilaspur
15437,HH2507,22.0,406.0,3291.0,0.0,Sub-District - Kota,Total,,,,656.0,119.0,26.0,39.0,kota
15438,HH2507,22.0,406.0,3291.0,0.0,Sub-District - Kota,Rural,,,,653.0,100.0,23.0,38.0,kota
15439,HH2507,22.0,406.0,3291.0,0.0,Sub-District - Kota,Urban,,,475.0,3.0,19.0,3.0,1.0,kota
15457,HH2507,22.0,406.0,3295.0,0.0,Sub-District - Bilaspur,Total,,,,80.0,141.0,117.0,329.0,bilaspur
15458,HH2507,22.0,406.0,3295.0,0.0,Sub-District - Bilaspur,Rural,,,,24.0,40.0,32.0,139.0,bilaspur
15459,HH2507,22.0,406.0,3295.0,0.0,Sub-District - Bilaspur,Urban,,,,56.0,101.0,85.0,190.0,bilaspur
15476,HH2507,22.0,407.0,0.0,0.0,District - Kabeerdham,Total,,,,,244.0,104.0,345.0,kabeerdham
15477,HH2507,22.0,407.0,0.0,0.0,District - Kabeerdham,Rural,,,,,212.0,80.0,276.0,kabeerdham
15478,HH2507,22.0,407.0,0.0,0.0,District - Kabeerdham,Urban,,,806.0,7.0,32.0,24.0,69.0,kabeerdham
15497,HH2507,22.0,408.0,0.0,0.0,District - Rajnandgaon,Total,,,,,515.0,223.0,676.0,rajnandgaon
15498,HH2507,22.0,408.0,0.0,0.0,District - Rajnandgaon,Rural,,,,,435.0,182.0,553.0,rajnandgaon
15499,HH2507,22.0,408.0,0.0,0.0,District - Rajnandgaon,Urban,,,,21.0,80.0,41.0,123.0,rajnandgaon
15513,HH2507,22.0,408.0,3305.0,0.0,Sub-District - Rajnandgaon,Total,,,,28.0,80.0,48.0,81.0,rajnandgaon
15514,HH2507,22.0,408.0,3305.0,0.0,Sub-District - Rajnandgaon,Rural,,,,19.0,27.0,30.0,47.0,rajnandgaon
15515,HH2507,22.0,408.0,3305.0,0.0,Sub-District - Rajnandgaon,Urban,,,,9.0,53.0,18.0,34.0,rajnandgaon
15516,HH2507,22.0,408.0,3305.0,801991.0,Rajnandgaon (M Corp.),Urban,,,,9.0,53.0,18.0,34.0,rajnandgaon
15535,HH2507,22.0,409.0,0.0,0.0,District - Durg,Total,,,,399.0,,775.0,,durg
15536,HH2507,22.0,409.0,0.0,0.0,District - Durg,Rural,,,,268.0,700.0,328.0,,durg
15537,HH2507,22.0,409.0,0.0,0.0,District - Durg,Urban,,,,131.0,488.0,447.0,574.0,durg
15573,HH2507,22.0,409.0,3317.0,0.0,Sub-District - Durg,Total,,,,140.0,337.0,426.0,477.0,durg
15574,HH2507,22.0,409.0,3317.0,0.0,Sub-District - Durg,Rural,,,,64.0,51.0,35.0,98.0,durg
15575,HH2507,22.0,409.0,3317.0,0.0,Sub-District - Durg,Urban,,,,76.0,286.0,391.0,379.0,durg
15581,HH2507,22.0,409.0,3318.0,0.0,Sub-District - Patan,Total,,,,33.0,243.0,68.0,209.0,patan
15582,HH2507,22.0,409.0,3318.0,0.0,Sub-District - Patan,Rural,,,,18.0,119.0,33.0,130.0,patan
15583,HH2507,22.0,409.0,3318.0,0.0,Sub-District - Patan,Urban,,,,15.0,124.0,35.0,79.0,patan
15611,HH2507,22.0,410.0,0.0,0.0,District - Raipur,Total,,,,,,,,raipur
15612,HH2507,22.0,410.0,0.0,0.0,District - Raipur,Rural,,,,,,910.0,,raipur
15613,HH2507,22.0,410.0,0.0,0.0,District - Raipur,Urban,,,,172.0,393.0,296.0,953.0,raipur
15653,HH2507,22.0,410.0,3332.0,0.0,Sub-District - Raipur,Total,,,,178.0,372.0,308.0,903.0,raipur
15654,HH2507,22.0,410.0,3332.0,0.0,Sub-District - Raipur,Rural,,,,41.0,94.0,53.0,98.0,raipur
15655,HH2507,22.0,410.0,3332.0,0.0,Sub-District - Raipur,Urban,,,,137.0,278.0,255.0,805.0,raipur
15685,HH2507,22.0,411.0,0.0,0.0,District - Mahasamund,Total,,,,188.0,431.0,226.0,881.0,mahasamund
15686,HH2507,22.0,411.0,0.0,0.0,District - Mahasamund,Rural,,,,177.0,396.0,212.0,819.0,mahasamund
15687,HH2507,22.0,411.0,0.0,0.0,District - Mahasamund,Urban,,,,11.0,35.0,14.0,62.0,mahasamund
15696,HH2507,22.0,411.0,3341.0,0.0,Sub-District - Mahasamund,Total,,,,37.0,100.0,122.0,174.0,mahasamund
15697,HH2507,22.0,411.0,3341.0,0.0,Sub-District - Mahasamund,Rural,,,,32.0,86.0,119.0,138.0,mahasamund
15698,HH2507,22.0,411.0,3341.0,0.0,Sub-District - Mahasamund,Urban,,,955.0,5.0,14.0,3.0,36.0,mahasamund
15700,HH2507,22.0,411.0,3341.0,802045.0,Mahasamund (M + OG),Urban,,,663.0,4.0,14.0,3.0,9.0,mahasamund
15721,HH2507,22.0,412.0,3346.0,0.0,Sub-District - Dhamtari,Total,,,,203.0,73.0,75.0,131.0,dhamtari
15722,HH2507,22.0,412.0,3346.0,0.0,Sub-District - Dhamtari,Rural,,,,197.0,52.0,46.0,63.0,dhamtari
15723,HH2507,22.0,412.0,3346.0,0.0,Sub-District - Dhamtari,Urban,,,,6.0,21.0,29.0,68.0,dhamtari
15760,HH2507,22.0,414.0,0.0,0.0,District - Bastar,Total,,,,,496.0,181.0,748.0,bastar
15761,HH2507,22.0,414.0,0.0,0.0,District - Bastar,Rural,,,,,406.0,155.0,622.0,bastar
15762,HH2507,22.0,414.0,0.0,0.0,District - Bastar,Urban,,,,31.0,90.0,26.0,126.0,bastar
15792,HH2507,22.0,414.0,3363.0,0.0,Sub-District - Bastar,Total,,,,73.0,38.0,9.0,25.0,bastar
15793,HH2507,22.0,414.0,3363.0,0.0,Sub-District - Bastar,Rural,,,,73.0,28.0,9.0,18.0,bastar
15794,HH2507,22.0,414.0,3363.0,0.0,Sub-District - Bastar,Urban,,,356.0,,10.0,,7.0,bastar
15805,HH2507,22.0,415.0,0.0,0.0,District - Narayanpur,Total,,,,200.0,236.0,627.0,438.0,narayanpur
15806,HH2507,22.0,415.0,0.0,0.0,District - Narayanpur,Rural,,,,197.0,196.0,625.0,391.0,narayanpur
15807,HH2507,22.0,415.0,0.0,0.0,District - Narayanpur,Urban,,,556.0,3.0,40.0,2.0,47.0,narayanpur
15808,HH2507,22.0,415.0,3367.0,0.0,Sub-District - Narayanpur,Total,,,,49.0,199.0,47.0,66.0,narayanpur
15809,HH2507,22.0,415.0,3367.0,0.0,Sub-District - Narayanpur,Rural,,,,46.0,159.0,45.0,19.0,narayanpur
15810,HH2507,22.0,415.0,3367.0,0.0,Sub-District - Narayanpur,Urban,,,556.0,3.0,40.0,2.0,47.0,narayanpur
15811,HH2507,22.0,415.0,3367.0,802066.0,Narayanpur (NP),Urban,,,556.0,3.0,40.0,2.0,47.0,narayanpur
15847,HH2507,22.0,417.0,0.0,0.0,District - Bijapur,Total,,,,,598.0,972.0,989.0,bijapur
15848,HH2507,22.0,417.0,0.0,0.0,District - Bijapur,Rural,,,,,585.0,972.0,940.0,bijapur
15849,HH2507,22.0,417.0,0.0,0.0,District - Bijapur,Urban,,,,14.0,13.0,,49.0,bijapur
15857,HH2507,22.0,417.0,3378.0,0.0,Sub-District - Bijapur,Total,,,,28.0,160.0,235.0,282.0,bijapur
15858,HH2507,22.0,417.0,3378.0,0.0,Sub-District - Bijapur,Rural,,,,21.0,153.0,235.0,236.0,bijapur
15859,HH2507,22.0,417.0,3378.0,0.0,Sub-District - Bijapur,Urban,,,852.0,7.0,7.0,,46.0,bijapur
