Table Name(1),State Code (2),District Code(3),Tehsil Code  (4),Town  Code (5),Area Name (6),Total/ Rural/ Urban(7),Total number of households (8),Total number of households availing banking services  (9),"Availability of assets Radio/
Transistor (10)",Availability of assets Television (11),Availability of assets Computer/Laptop With Internet (12),Availability of assets Computer/Laptop Without Internet (13),Availability of assets Telephone/Mobile PhoneLandline only (14),Availability of assets Telephone/Mobile Phone Mobile only (15),Availability of assets Telephone/Mobile Phone Both (16),Availability of assets Bicycle (17),Availability of assets Scooter/ Motorcycle/Moped (18),Availability of assets Car/ Jeep/Van (19),"Availability of assets Households with TV, Computer/Laptop, Telephone/mobile phone and Scooter/ Car (20)",Availability of assets None of the assets specified in col.(21),,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00181,800136,Jutogh (CB),Urban,209,203,54,183,9,16,12,151,32,NA,22,29,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00182,000000,Sub-District - Shimla (urban),Total,41483,38307,16933,35540,6462,7917,1614,27809,10638,1290,3430,10194,7168,549,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00182,000000,Sub-District - Shimla (urban),Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00182,000000,Sub-District - Shimla (urban),Urban,41483,38307,16933,35540,6462,7917,1614,27809,10638,1290,3430,10194,7168,549,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00182,800137,Shimla (M Corp.),Urban,41483,38307,16933,35540,6462,7917,1614,27809,10638,1290,3430,10194,7168,549,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00183,000000,Sub-District - Junga,Total,2516,2041,1334,1777,65,90,167,1648,381,55,188,211,52,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00183,000000,Sub-District - Junga,Rural,2516,2041,1334,1777,65,90,167,1648,381,55,188,211,52,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00183,000000,Sub-District - Junga,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00184,000000,Sub-District - Theog,Total,17696,13404,8047,12018,212,609,598,12893,1984,147,425,1495,221,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00184,000000,Sub-District - Theog,Rural,16490,12329,7481,11030,157,529,584,11928,1799,105,363,1289,153,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00184,000000,Sub-District - Theog,Urban,1206,1075,566,988,55,80,14,965,185,42,62,206,68,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00184,800138,Theog (M Cl),Urban,1206,1075,566,988,55,80,14,965,185,42,62,206,68,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00185,000000,Sub-District - Chaupal,Total,6754,4699,2300,3726,51,302,154,5180,424,28,51,448,40,682,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00185,000000,Sub-District - Chaupal,Rural,6153,4175,2142,3300,40,290,152,4674,363,26,41,381,29,662,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00185,000000,Sub-District - Chaupal,Urban,601,524,158,426,11,12,2,506,61,2,10,67,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00185,800139,Chaupal (NP) ,Urban,601,524,158,426,11,12,2,506,61,2,10,67,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00186,000000,Sub-District - Cheta,Total,3137,2881,878,898,11,167,10,2528,17,2,6,34,5,475,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00186,000000,Sub-District - Cheta,Rural,3137,2881,878,898,11,167,10,2528,17,2,6,34,5,475,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00186,000000,Sub-District - Cheta,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00187,000000,Sub-District - Nerua,Total,6795,5389,1837,2794,36,246,124,5067,256,17,46,210,32,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00187,000000,Sub-District - Nerua,Rural,6795,5389,1837,2794,36,246,124,5067,256,17,46,210,32,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00187,000000,Sub-District - Nerua,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00188,000000,Sub-District - Jubbal,Total,8516,6770,3216,6104,156,537,298,6257,1068,85,264,1247,202,525,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00188,000000,Sub-District - Jubbal,Rural,8060,6360,3086,5731,138,517,289,5854,1055,85,259,1207,191,514,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00188,000000,Sub-District - Jubbal,Urban,456,410,130,373,18,20,9,403,13,NA,5,40,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00188,800140,Jubbal (NP),Urban,456,410,130,373,18,20,9,403,13,NA,5,40,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00189,000000,Sub-District - Kotkhai,Total,9128,6932,4465,6824,147,376,484,5424,2284,76,168,1637,215,500,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00189,000000,Sub-District - Kotkhai,Rural,8789,6650,4311,6544,142,371,480,5143,2244,73,158,1592,209,493,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00189,000000,Sub-District - Kotkhai,Urban,339,282,154,280,5,5,4,281,40,3,10,45,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00189,800141,Kotkhai (NP),Urban,339,282,154,280,5,5,4,281,40,3,10,45,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00190,000000,Sub-District - Tikar,Total,3166,2536,1121,2171,20,50,94,2219,435,20,35,252,22,246,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00190,000000,Sub-District - Tikar,Rural,3166,2536,1121,2171,20,50,94,2219,435,20,35,252,22,246,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00190,000000,Sub-District - Tikar,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00191,000000,Sub-District - Rohru,Total,11271,9420,3917,8593,216,511,271,8255,1462,208,488,1365,279,641,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00191,000000,Sub-District - Rohru,Rural,9525,7883,3654,7106,120,378,222,6787,1308,114,339,1015,161,610,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00191,000000,Sub-District - Rohru,Urban,1746,1537,263,1487,96,133,49,1468,154,94,149,350,118,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00191,800142,Rohru (M Cl),Urban,1746,1537,263,1487,96,133,49,1468,154,94,149,350,118,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00192,000000,Sub-District - Chirgaon,Total,9218,7324,2225,5196,72,526,117,7117,295,61,193,503,111,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00192,000000,Sub-District - Chirgaon,Rural,9218,7324,2225,5196,72,526,117,7117,295,61,193,503,111,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00192,000000,Sub-District - Chirgaon,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00193,000000,Sub-District - Dodra Kwar,Total,1210,1046,413,423,5,27,1,895,7,2,1,9,1,235,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00193,000000,Sub-District - Dodra Kwar,Rural,1210,1046,413,423,5,27,1,895,7,2,1,9,1,235,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,033,00193,000000,Sub-District - Dodra Kwar,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00000,000000,District - Kinnaur,Total,19535,17044,6453,12925,354,2209,923,12885,2660,190,857,2775,611,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00000,000000,District - Kinnaur,Rural,19535,17044,6453,12925,354,2209,923,12885,2660,190,857,2775,611,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00000,000000,District - Kinnaur,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00194,000000,Sub-District - Hangrang,Total,1099,899,277,776,18,27,389,93,10,13,17,166,13,218,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00194,000000,Sub-District - Hangrang,Rural,1099,899,277,776,18,27,389,93,10,13,17,166,13,218,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00194,000000,Sub-District - Hangrang,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00195,000000,Sub-District - Poo,Total,1986,1687,698,1341,37,154,98,1028,535,10,53,337,70,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00195,000000,Sub-District - Poo,Rural,1986,1687,698,1341,37,154,98,1028,535,10,53,337,70,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00195,000000,Sub-District - Poo,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00196,000000,Sub-District - Morang,Total,2385,1969,927,1507,29,184,67,1234,536,12,51,333,55,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00196,000000,Sub-District - Morang,Rural,2385,1969,927,1507,29,184,67,1234,536,12,51,333,55,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00196,000000,Sub-District - Morang,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00197,000000,Sub-District - Kalpa,Total,4535,3953,1825,3246,109,557,155,3304,705,81,286,863,190,187,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00197,000000,Sub-District - Kalpa,Rural,4535,3953,1825,3246,109,557,155,3304,705,81,286,863,190,187,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00197,000000,Sub-District - Kalpa,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00198,000000,Sub-District - Nichar,Total,6617,5985,1726,3903,107,1054,107,5268,309,41,350,738,184,583,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00198,000000,Sub-District - Nichar,Rural,6617,5985,1726,3903,107,1054,107,5268,309,41,350,738,184,583,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00198,000000,Sub-District - Nichar,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00199,000000,Sub-District - Sangla,Total,2913,2551,1000,2152,54,233,107,1958,565,33,100,338,99,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00199,000000,Sub-District - Sangla,Rural,2913,2551,1000,2152,54,233,107,1958,565,33,100,338,99,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,02,034,00199,000000,Sub-District - Sangla,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,000,00000,000000,STATE - PUNJAB,Total,5409699,3527688,891462,4468245,292111,397985,361086,3368428,713226,3589937,2566796,709711,543122,238252,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,000,00000,000000,STATE - PUNJAB,Rural,3315632,2083438,512312,2631062,71288,154340,218623,2045672,375233,2395687,1484495,331390,152053,171254,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,000,00000,000000,STATE - PUNJAB,Urban,2094067,1444250,379150,1837183,220823,243645,142463,1322756,337993,1194250,1082301,378321,391069,66998,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00000,000000,District - Gurdaspur,Total,431212,288264,49368,365644,14428,24017,50731,235958,49386,280874,194705,32484,26895,19639,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00000,000000,District - Gurdaspur,Rural,309898,200737,35592,255348,5398,12274,36779,169153,28908,217302,133669,16874,10184,15901,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00000,000000,District - Gurdaspur,Urban,121314,87527,13776,110296,9030,11743,13952,66805,20478,63572,61036,15610,16711,3738,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00200,000000,Sub-District - Dhar Kalan,Total,10976,8973,752,8064,110,375,806,6343,1070,2343,3163,382,229,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00200,000000,Sub-District - Dhar Kalan,Rural,9923,8201,697,7256,91,328,706,5815,890,2070,2729,332,180,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00200,000000,Sub-District - Dhar Kalan,Urban,1053,772,55,808,19,47,100,528,180,273,434,50,49,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00200,027401,Kot (CT),Urban,1053,772,55,808,19,47,100,528,180,273,434,50,49,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,000000,Sub-District - Pathankot       ,Total,115023,81512,12283,98033,4891,7103,19369,48277,17782,66921,49007,8937,9042,5701,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,000000,Sub-District - Pathankot       ,Rural,63509,42812,7167,51152,1017,2232,12473,22061,8353,41871,23248,2525,1911,4120,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,000000,Sub-District - Pathankot       ,Urban,51514,38700,5116,46881,3874,4871,6896,26216,9429,25050,25759,6412,7131,1581,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,800143,Sujanpur (M Cl),Urban,5571,4175,624,4974,261,415,800,2706,845,3093,2459,414,465,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,800144,Pathankot (M Cl + OG),Urban,31488,23277,2658,29049,2916,3307,3865,16332,6168,12935,16060,4619,5188,894,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,027772,Jugial (CT),Urban,3725,3393,525,3418,252,453,295,2454,609,2722,2213,515,614,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,027773,Ghoh (CT),Urban,1317,1003,280,1127,24,64,137,708,145,986,635,51,44,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,027774,Bungal (CT),Urban,957,827,88,894,20,36,46,651,125,365,494,60,43,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,027775,Daulatpur (CT),Urban,496,430,108,455,27,70,69,225,148,297,308,63,71,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,027776,Mamun (CT),Urban,1454,1166,201,1333,129,163,211,716,315,763,831,260,256,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,027777,Dhaki (CT),Urban,237,210,9,225,29,42,30,166,33,106,146,34,58,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,027778,Manwal (CT),Urban,1253,842,136,1149,97,135,301,462,291,650,702,144,196,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,027779,Sarna (CT),Urban,1179,781,127,1019,43,53,235,344,232,630,466,120,70,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,027780,Malikpur (CT),Urban,1012,683,80,869,31,51,298,392,127,660,373,30,40,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,027781,Tharial (CT),Urban,1016,612,83,909,12,27,185,405,113,832,406,50,30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00201,027782,Narot Mehra (CT),Urban,1809,1301,197,1460,33,55,424,655,278,1011,666,52,56,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00202,000000,Sub-District - Gurdaspur ,Total,154403,106606,18580,130648,4688,8958,18794,85220,17893,108475,71481,11065,9235,6447,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00202,000000,Sub-District - Gurdaspur ,Rural,127436,85907,15230,106161,2416,5727,15753,70228,12661,93480,57012,7042,4737,5652,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00202,000000,Sub-District - Gurdaspur ,Urban,26967,20699,3350,24487,2272,3231,3041,14992,5232,14995,14469,4023,4498,795,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00202,800145,Dina Nagar (M Cl),Urban,4789,3644,786,4313,344,402,794,2251,902,2600,2296,531,583,173,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00202,800146,Gurdaspur (M Cl + OG),Urban,15095,11971,1962,14052,1619,2191,1425,8783,3225,8390,9254,2915,3321,298,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00202,800147,Dhariwal (M Cl),Urban,3487,2674,339,3062,193,456,339,2054,592,1686,1475,352,402,164,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00202,028501,Behrampur (CT),Urban,1057,818,32,931,23,53,123,540,181,570,455,56,47,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00202,028502,Baryar (CT),Urban,695,413,106,574,20,30,62,313,120,529,312,50,40,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00202,028503,Tibri (CT),Urban,362,209,25,279,8,7,80,187,11,253,149,12,7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00202,028504,Fateh Nangal (CT),Urban,1482,970,100,1276,65,92,218,864,201,967,528,107,98,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00203,000000,Sub-District - Batala ,Total,128176,77939,15806,109903,4407,6787,10393,80934,11186,87733,60647,10711,7795,5167,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00203,000000,Sub-District - Batala ,Rural,88176,51874,10780,73345,1616,3287,6577,57082,5732,65476,41108,5752,2868,3975,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00203,000000,Sub-District - Batala ,Urban,40000,26065,5026,36558,2791,3500,3816,23852,5454,22257,19539,4959,4927,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00203,800148,Fatehgarh Churian (M Cl),Urban,2582,1659,233,2355,176,289,193,1665,297,1241,1199,319,333,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00203,800149,Batala (M Cl + OG),Urban,31224,20232,3948,28560,2270,2775,3017,18438,4208,17534,15434,3910,4041,974,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00203,800150,Qadian (M Cl + OG),Urban,4643,3081,563,4254,282,363,349,2937,718,2549,2169,544,469,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00203,800151,Sri Hargobindpur (M Cl),Urban,1551,1093,282,1389,63,73,257,812,231,933,737,186,84,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00204,000000,Sub-District - Dera Baba Nanak  ,Total,22634,13234,1947,18996,332,794,1369,15184,1455,15402,10407,1389,594,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00204,000000,Sub-District - Dera Baba Nanak  ,Rural,20854,11943,1718,17434,258,700,1270,13967,1272,14405,9572,1223,488,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00204,000000,Sub-District - Dera Baba Nanak  ,Urban,1780,1291,229,1562,74,94,99,1217,183,997,835,166,106,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00204,800152,Dera Baba Nanak (M Cl),Urban,1234,893,146,1080,58,77,55,853,118,618,577,134,92,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,035,00204,028993,Shikar (CT),Urban,546,398,83,482,16,17,44,364,65,379,258,32,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00000,000000,District - Kapurthala ,Total,165336,126450,37410,144945,9732,13413,10324,110664,24128,107044,90508,23561,18981,4918,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00000,000000,District - Kapurthala ,Rural,106870,80377,23367,92415,3085,5823,5611,73885,12910,73672,57745,12960,6931,3593,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00000,000000,District - Kapurthala ,Urban,58466,46073,14043,52530,6647,7590,4713,36779,11218,33372,32763,10601,12050,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00205,000000,Sub-District - Bhulath,Total,22495,18302,4066,20814,813,1491,1051,16506,3027,13117,12955,3413,1883,378,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00205,000000,Sub-District - Bhulath,Rural,17917,14653,3068,16531,509,1047,705,13245,2500,10751,10288,2550,1247,326,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00205,000000,Sub-District - Bhulath,Urban,4578,3649,998,4283,304,444,346,3261,527,2366,2667,863,636,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00205,800153,Bhulath (NP),Urban,2197,1742,384,2051,173,174,168,1524,213,1163,1257,369,288,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00205,800154,Begowal (NP),Urban,2381,1907,614,2232,131,270,178,1737,314,1203,1410,494,348,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00206,000000,Sub-District - Kapurthala ,Total,67934,50640,15931,58687,4425,5786,3677,46377,8708,43431,37696,9600,8485,2447,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00206,000000,Sub-District - Kapurthala ,Rural,43535,31397,9851,36526,1163,2099,1770,30458,4169,29215,22816,4960,2566,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00206,000000,Sub-District - Kapurthala ,Urban,24399,19243,6080,22161,3262,3687,1907,15919,4539,14216,14880,4640,5919,515,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00206,800155,Kapurthala (M Cl),Urban,18756,14153,4783,16918,2463,2694,1768,11752,3563,9820,11140,3764,4305,430,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00206,800156,Dhilwan (NP),Urban,1650,1199,211,1488,59,84,75,1135,184,874,755,163,99,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00206,029355,Hussainpur (CT)  ,Urban,3993,3891,1086,3755,740,909,64,3032,792,3522,2985,713,1515,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00207,000000,Sub-District - Sultanpur Lodhi ,Total,22988,17007,4937,19420,865,1596,733,16734,2554,15035,13466,3180,2014,890,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00207,000000,Sub-District - Sultanpur Lodhi ,Rural,19690,14484,4258,16485,599,1150,600,14429,2027,13478,11672,2653,1467,827,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00207,000000,Sub-District - Sultanpur Lodhi ,Urban,3298,2523,679,2935,266,446,133,2305,527,1557,1794,527,547,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00207,800157,Sultanpur (M Cl),Urban,3298,2523,679,2935,266,446,133,2305,527,1557,1794,527,547,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00208,000000,Sub-District - Phagwara ,Total,51919,40501,12476,46024,3629,4540,4863,31047,9839,35461,26391,7368,6599,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00208,000000,Sub-District - Phagwara ,Rural,25728,19843,6190,22873,814,1527,2536,15753,4214,20228,12969,2797,1651,508,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00208,000000,Sub-District - Phagwara ,Urban,26191,20658,6286,23151,2815,3013,2327,15294,5625,15233,13422,4571,4948,695,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00208,800158,Phagwara (M Cl),Urban,20765,16708,4473,18508,2401,2589,1613,11962,4873,11349,10863,3764,4253,584,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00208,029683,Phagwara Sharki (CT),Urban,4491,3169,1299,3827,278,327,640,2784,494,3211,2067,572,480,105,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,036,00208,029684,Chachoki (CT),Urban,935,781,514,816,136,97,74,548,258,673,492,235,215,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,037,00000,000000,District - Jalandhar,Total,454073,342469,132632,401189,39082,40052,32474,283455,79140,286365,238203,72374,65696,11740,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,037,00000,000000,District - Jalandhar,Rural,213390,161303,53203,185071,7174,13039,15161,131836,34751,151521,107815,25624,15242,6457,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,037,00000,000000,District - Jalandhar,Urban,240683,181166,79429,216118,31908,27013,17313,151619,44389,134844,130388,46750,50454,5283,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,037,00000,800166,Jalandhar (M Corp. + OG),Urban,186003,139208,65297,167205,27498,21310,13819,115906,35791,104207,103217,38560,42408,3832,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,037,00209,000000,Sub-District - Shahkot,Total,32467,23161,7483,27233,1102,2237,1341,22361,4022,21152,17496,4297,2547,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,037,00209,000000,Sub-District - Shahkot,Rural,27612,19662,5893,22960,721,1676,1072,19047,3320,18685,14924,3403,1783,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,037,00209,000000,Sub-District - Shahkot,Urban,4855,3499,1590,4273,381,561,269,3314,702,2467,2572,894,764,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,037,00209,800159,Lohian Khass (NP),Urban,1950,1405,342,1744,109,201,31,1532,195,1031,999,310,259,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,03,037,00209,800160,Shahkot (NP),Urban,2905,2094,1248,2529,272,360,238,1782,507,1436,1573,584,505,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
